,input,mod,spp,accel_structure,render_time,intersections_per_ray
382,02_classic,median-longest,1,840.9535999999999,153.3575,2.591050497237741
383,02_classic,median-longest,1,837.1195,151.5749,2.591050497237741
384,02_classic,median-longest,1,843.2287,149.7625,2.591050497237741
385,02_classic,median-longest,1,841.1911,156.8516,2.591050497237741
386,02_classic,median-random,1,861.1856,132.4944,2.523224877573747
387,02_classic,median-random,1,848.6288,137.3554,2.523224877573747
388,02_classic,median-random,1,852.0508,134.2321,2.523224877573747
389,02_classic,median-random,1,853.6157,129.966,2.523224877573747
390,02_classic,median-random,1,855.8498,143.8522,2.523224877573747
391,02_classic,median-random,1,857.5823,137.2085,2.523224877573747
392,02_classic,median-random,1,848.9626000000001,136.5826,2.523224877573747
393,02_classic,median-random,1,849.5732,139.6488,2.523224877573747
394,02_classic,median-random,1,855.1781000000001,143.0889,2.523224877573747
395,02_classic,median-random,1,850.1402,130.8429,2.523224877573747
396,02_classic,median-robin,1,853.9765,145.7347,2.523224877573747
397,02_classic,median-robin,1,853.9311,132.7678,2.523224877573747
398,02_classic,median-robin,1,851.0400999999999,129.8031,2.523224877573747
399,02_classic,median-robin,1,847.4647,132.7886,2.523224877573747
400,02_classic,median-robin,1,849.0872,132.435,2.523224877573747
401,02_classic,median-robin,1,866.6563000000001,130.4528,2.523224877573747
402,02_classic,median-robin,1,855.606,129.1768,2.523224877573747
403,02_classic,median-robin,1,851.4446,132.9304,2.523224877573747
404,02_classic,median-robin,1,852.2866,135.0311,2.523224877573747
405,02_classic,median-robin,1,865.5498,133.3556,2.523224877573747
406,02_classic,sah,1,14267.586599999999,73.9793,2.2540874759457457
407,02_classic,sah,1,14381.399,69.2503,2.2540874759457457
408,02_classic,sah,1,14246.6183,70.7665,2.2540874759457457
409,02_classic,sah,1,14380.5927,72.6527,2.2540874759457457
410,02_classic,sah,1,14222.8302,68.3063,2.2540874759457457
411,02_classic,sah,1,14298.3911,70.3842,2.2540874759457457
412,02_classic,sah,1,14209.4891,67.3444,2.2540874759457457
413,02_classic,sah,1,14299.0964,69.3264,2.2540874759457457
414,02_classic,sah,1,14192.6054,67.0795,2.2540874759457457
415,02_classic,sah,1,14313.655799999999,70.0459,2.2540874759457457
416,02_classic,spatial-longest,32,820.1028,3567.6299,2.4848366068108523
417,02_classic,spatial-longest,32,821.7044999999999,3572.1665,2.4848366068108523
418,02_classic,spatial-longest,32,817.5865,3718.6445,2.4848366068108523
419,02_classic,spatial-longest,32,822.9502,3709.0258,2.4848366068108523
420,02_classic,spatial-longest,32,823.3675999999999,3600.1454000000003,2.4848366068108523
421,02_classic,spatial-longest,32,823.6890999999999,3684.9462000000003,2.4848366068108523
422,02_classic,spatial-longest,32,817.2899,3698.1935,2.4848366068108523
423,02_classic,spatial-longest,32,826.6348,3690.7093,2.4848366068108523
424,02_classic,spatial-longest,32,816.9178,3690.9976,2.4848366068108523
425,02_classic,spatial-longest,32,821.6935,3639.4084000000003,2.4848366068108523
426,02_classic,spatial-random,32,674.1317,2451.2836,2.3679067687784565
427,02_classic,spatial-random,32,717.7426999999999,2442.8663,2.3679067687784565
428,02_classic,spatial-random,32,674.8349000000001,2426.968,2.3679067687784565
429,02_classic,spatial-random,32,706.2134,2419.2188,2.3679067687784565
430,02_classic,spatial-random,32,677.2373,2535.0373,2.3679067687784565
431,02_classic,spatial-random,32,686.3422999999999,2474.1614,2.3679067687784565
432,02_classic,spatial-random,32,673.9723,2503.9066000000003,2.3679067687784565
433,02_classic,spatial-random,32,674.7578,2474.8337,2.3679067687784565
434,02_classic,spatial-random,32,674.2053999999999,2466.3464,2.3679067687784565
435,02_classic,spatial-random,32,675.2093,2556.7716,2.3679067687784565
436,02_classic,spatial-robin,32,670.1692,2478.0163000000002,2.3679067687784565
437,02_classic,spatial-robin,32,670.5025,2406.0036999999998,2.3679067687784565
438,02_classic,spatial-robin,32,668.5232,2490.8677,2.3679067687784565
439,02_classic,spatial-robin,32,679.5714,2475.8873000000003,2.3679067687784565
440,02_classic,spatial-robin,32,679.7571,2489.2148,2.3679067687784565
441,02_classic,spatial-robin,32,672.8697,2414.6937999999996,2.3679067687784565
442,02_classic,spatial-robin,32,679.0575,2564.6807,2.3679067687784565
443,02_classic,spatial-robin,32,676.3761000000001,2411.217,2.3679067687784565
444,02_classic,spatial-robin,32,675.3086999999999,2487.7478,2.3679067687784565
445,02_classic,spatial-robin,32,669.6791,2488.5950000000003,2.3679067687784565
446,02_classic,median-longest,32,870.1449,4419.7975,2.592152598420904
447,02_classic,median-longest,32,844.5204,4452.9589,2.592152598420904
448,02_classic,median-longest,32,842.2583,4441.4193,2.592152598420904
449,02_classic,median-longest,32,849.1729,4499.5769,2.592152598420904
450,02_classic,median-longest,32,843.1848,4538.8462,2.592152598420904
451,02_classic,median-longest,32,841.6420999999999,4330.8814,2.592152598420904
452,02_classic,median-longest,32,847.0568000000001,4358.675899999999,2.592152598420904
453,02_classic,median-longest,32,854.5783,4571.7672,2.592152598420904
454,02_classic,median-longest,32,844.6983,4500.6822,2.592152598420904
455,02_classic,median-longest,32,884.2955999999999,4627.4686,2.592152598420904
456,02_classic,median-random,32,852.0771000000001,4114.887000000001,2.524994157478297
457,02_classic,median-random,32,856.9765,4130.7158,2.524994157478297
458,02_classic,median-random,32,858.1225000000001,3795.7038000000002,2.524994157478297
459,02_classic,median-random,32,853.4164,3999.1138,2.524994157478297
460,02_classic,median-random,32,861.8422,3964.5844,2.524994157478297
461,02_classic,median-random,32,859.0333,3890.0399,2.524994157478297
462,02_classic,median-random,32,858.5762,4023.5453,2.524994157478297
463,02_classic,median-random,32,897.4032,3935.0942999999997,2.524994157478297
464,02_classic,median-random,32,888.6697,4278.9538,2.524994157478297
465,02_classic,median-random,32,872.4573,3871.7382,2.524994157478297
466,02_classic,median-robin,32,863.7335,3984.1114000000002,2.524994157478297
467,02_classic,median-robin,32,856.8516999999999,3807.3611,2.524994157478297
468,02_classic,median-robin,32,852.1378,3934.1533000000004,2.524994157478297
469,02_classic,median-robin,32,857.6078,4038.7826999999997,2.524994157478297
470,02_classic,median-robin,32,853.7319,3970.0791,2.524994157478297
471,02_classic,median-robin,32,855.5705,3937.9969,2.524994157478297
472,02_classic,median-robin,32,855.9914,3898.4388,2.524994157478297
473,02_classic,median-robin,32,865.4058,3889.0753,2.524994157478297
474,02_classic,median-robin,32,875.8888000000001,4133.5337,2.524994157478297
475,02_classic,median-robin,32,859.2347,4053.5933,2.524994157478297
476,02_classic,sah,32,14242.439199999999,1955.1806000000001,2.2549958774934034
477,02_classic,sah,32,14272.1673,1915.8958,2.2549958774934034
478,02_classic,sah,32,14267.7679,1915.9758,2.2549958774934034
479,02_classic,sah,32,14247.7696,1914.6676,2.2549958774934034
480,02_classic,sah,32,14285.2754,1824.6587000000002,2.2549958774934034
481,02_classic,sah,32,14272.5729,1828.9093,2.2549958774934034
482,02_classic,sah,32,14280.1485,1930.3252,2.2549958774934034
483,02_classic,sah,32,14256.0481,1908.2381,2.2549958774934034
484,02_classic,sah,32,14244.0327,1906.8906000000002,2.2549958774934034
485,02_classic,sah,32,14232.239699999998,1898.9254,2.2549958774934034
486,02_classic,spatial-longest,128,822.1961,14556.6219,2.5342150082099
487,02_classic,spatial-longest,128,827.8384,14513.545900000001,2.5342150082099
488,02_classic,spatial-longest,128,829.2808,14501.8021,2.5342150082099
489,02_classic,spatial-random,128,670.5550000000001,9998.7079,2.417590517700733
490,02_classic,spatial-random,128,670.5309000000001,9684.7254,2.417590517700733
491,02_classic,spatial-random,128,672.2924,9416.6744,2.417590517700733
492,02_classic,spatial-robin,128,678.4483,10016.5735,2.417590517700733
493,02_classic,spatial-robin,128,673.0260000000001,9721.4446,2.417590517700733
494,02_classic,spatial-robin,128,672.6122,10259.1808,2.417590517700733
495,02_classic,median-longest,128,854.5994999999999,17629.6075,2.6173347373653946
496,02_classic,median-longest,128,848.8050999999999,18095.417,2.6173347373653946
497,02_classic,median-longest,128,860.659,18284.4078,2.6173347373653946
498,02_classic,median-random,128,884.0346,16294.0687,2.533289734826091
499,02_classic,median-random,128,875.4147,16340.863599999999,2.533289734826091
500,02_classic,median-random,128,894.8952,16357.835600000002,2.533289734826091
501,02_classic,median-robin,128,885.3834,16122.338800000001,2.533289734826091
502,02_classic,median-robin,128,856.7243,16159.830199999999,2.533289734826091
503,02_classic,median-robin,128,853.8082,15740.4725,2.533289734826091
504,02_classic,sah,128,14344.9391,7518.9391,2.253560293041653
505,02_classic,sah,128,14329.392,7523.1413,2.253560293041653
506,02_classic,sah,128,14309.0666,7765.0289,2.253560293041653
